index,gender,Annual_income,income_type,Education,family_type,house_type,DAYS_BIRTH,working_day,FLAG_MOBIL,work_phone,phone,email,occyp_type,begin_month,car_reality,credit
1061,M,157500.0,Working,Higher education,Married,House / apartment,-11380,-1734,1,0,0,0,Managers,-37.0,2,1.0
1062,F,92250.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23105,0,1,0,0,0,,-1.0,1,1.0
1063,F,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15109,-1956,1,0,0,0,Core staff,-23.0,2,0.0
1064,M,202500.0,Working,Secondary / secondary special,Married,With parents,-10954,-745,1,0,0,0,Drivers,-39.0,0,2.0
1065,F,315000.0,State servant,Higher education,Widow,House / apartment,-18233,-425,1,0,1,1,,-26.0,2,2.0
1066,M,225000.0,Commercial associate,Incomplete higher,Married,House / apartment,-9060,-189,1,1,1,0,Sales staff,-42.0,0,2.0
1067,F,157500.0,Commercial associate,Higher education,Married,House / apartment,-13488,-3723,1,0,0,0,,-26.0,1,2.0
1068,F,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13926,-500,1,0,0,0,Sales staff,-8.0,1,2.0
1069,F,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22179,0,1,0,0,0,,-17.0,1,1.0
1070,F,202500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22042,0,1,0,0,0,,-22.0,1,1.0
1071,F,121500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18513,-8163,1,0,0,0,High skill tech staff,-57.0,1,2.0
1072,F,58500.0,Working,Higher education,Married,House / apartment,-14228,-5950,1,0,0,0,Core staff,-31.0,1,2.0
1073,F,99000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21527,0,1,0,0,0,,-36.0,2,2.0
1074,F,337500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9766,-303,1,1,0,1,,-43.0,1,2.0
1075,M,180000.0,Working,Secondary / secondary special,Married,House / apartment,-10640,-1494,1,1,1,0,Laborers,-33.0,1,2.0
1076,F,157500.0,Working,Higher education,Married,House / apartment,-11615,-2936,1,0,0,0,Sales staff,-7.0,0,2.0
1077,F,112500.0,State servant,Higher education,Civil marriage,With parents,-8940,-544,1,0,0,0,,-3.0,1,0.0
1078,F,315000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22854,0,1,0,1,0,,-34.0,1,1.0
1079,M,238500.0,Working,Higher education,Married,With parents,-12187,-2602,1,0,0,0,Laborers,-55.0,2,0.0
1080,F,162000.0,Working,Secondary / secondary special,Married,House / apartment,-16925,-1648,1,1,0,0,High skill tech staff,-12.0,0,1.0
1081,M,315000.0,Working,Higher education,Married,House / apartment,-12434,-3447,1,0,0,0,Core staff,-10.0,2,0.0
1082,F,103500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23439,0,1,0,1,0,,-15.0,0,2.0
1083,F,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21647,0,1,0,0,0,,-41.0,1,1.0
1084,F,45000.0,State servant,Secondary / secondary special,Married,House / apartment,-11304,-3998,1,1,1,0,Medicine staff,-45.0,0,2.0
1085,F,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20300,0,1,0,0,0,,-13.0,1,2.0
1086,F,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20900,0,1,0,1,0,,-11.0,1,1.0
1087,M,225000.0,Working,Secondary / secondary special,Married,House / apartment,-12911,-1799,1,0,0,0,Laborers,-37.0,0,2.0
1088,M,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19618,-1617,1,1,1,0,Laborers,-38.0,0,2.0
1089,F,121500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23328,0,1,0,0,0,,-59.0,1,2.0
1090,M,144000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16621,-221,1,0,0,0,,-26.0,0,2.0
1091,F,112500.0,Working,Incomplete higher,Single / not married,Rented apartment,-8347,-1598,1,0,0,0,Laborers,0.0,1,1.0
1092,F,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13741,-5221,1,0,0,0,Laborers,-22.0,1,2.0
1093,M,360000.0,Working,Higher education,Married,House / apartment,-15556,-1327,1,0,0,0,Drivers,-54.0,2,2.0
1094,F,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20989,0,1,0,0,0,,-59.0,1,2.0
1095,F,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20445,0,1,0,0,0,,-50.0,1,2.0
1096,F,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-17350,-4842,1,0,0,0,Laborers,-53.0,0,2.0
1097,F,360000.0,Working,Higher education,Married,House / apartment,-11619,-2475,1,0,0,0,,-58.0,2,1.0
1098,M,427500.0,Commercial associate,Higher education,Married,House / apartment,-14561,-4745,1,0,1,0,,-48.0,1,2.0
1099,F,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11226,-379,1,0,1,0,,-9.0,0,0.0
1100,F,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-15957,-3604,1,0,1,0,,-4.0,1,0.0
1101,F,171000.0,Commercial associate,Higher education,Single / not married,House / apartment,-9937,-129,1,1,1,0,Sales staff,-2.0,1,1.0
1102,M,225000.0,Working,Secondary / secondary special,Married,House / apartment,-18684,-2423,1,0,0,1,Drivers,-55.0,1,2.0
1103,F,108000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23044,0,1,0,1,0,,-24.0,1,2.0
1104,F,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21126,0,1,0,0,0,,-10.0,1,2.0
1105,M,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14084,-2696,1,1,0,0,Drivers,-37.0,1,2.0
1106,M,234000.0,Working,Secondary / secondary special,Married,House / apartment,-11970,-1748,1,0,0,0,Laborers,-13.0,1,2.0
1107,F,171000.0,Working,Secondary / secondary special,Married,House / apartment,-17508,-1648,1,0,0,0,Laborers,-17.0,0,2.0
1108,F,117000.0,Working,Secondary / secondary special,Married,House / apartment,-17468,-355,1,1,1,0,,-60.0,1,2.0
1109,F,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15355,-4403,1,0,0,0,Sales staff,-15.0,2,2.0
1110,F,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14080,-1869,1,0,1,0,,-43.0,0,2.0
1111,F,31500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17762,-7734,1,1,1,0,Cleaning staff,-33.0,1,2.0
1112,F,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11639,-3333,1,1,0,0,Waiters/barmen staff,-4.0,0,1.0
1113,F,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-18939,-12179,1,0,0,0,Laborers,-7.0,1,2.0
1114,F,391500.0,Working,Secondary / secondary special,Married,House / apartment,-16995,-7264,1,0,0,0,Core staff,-53.0,2,2.0
1115,F,225000.0,Working,Higher education,Widow,House / apartment,-21450,-13245,1,0,0,0,Core staff,-60.0,1,2.0
1116,F,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17708,-1571,1,0,0,0,,-33.0,0,2.0
1117,M,180000.0,Working,Secondary / secondary special,Married,House / apartment,-16809,-3327,1,0,0,0,Managers,-12.0,2,2.0
1118,M,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14059,-1379,1,1,0,0,Drivers,-42.0,1,2.0
1119,M,180000.0,Working,Higher education,Married,House / apartment,-19580,-1230,1,0,0,0,Laborers,-57.0,2,2.0
1120,F,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17524,-2182,1,1,1,0,Laborers,-36.0,1,2.0
1121,F,135000.0,Working,Higher education,Married,House / apartment,-15624,-8172,1,1,1,0,High skill tech staff,-27.0,1,2.0
1122,M,157500.0,Commercial associate,Higher education,Married,With parents,-14192,-626,1,0,0,0,Drivers,-3.0,2,1.0
1123,F,189000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17864,-705,1,1,0,0,High skill tech staff,-6.0,1,0.0
1124,F,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17068,-8325,1,0,0,0,Laborers,-59.0,1,1.0
1125,F,50850.0,Pensioner,Higher education,Married,House / apartment,-21864,0,1,0,0,0,,-4.0,2,2.0
1126,F,292500.0,Working,Higher education,Married,House / apartment,-18764,-9258,1,0,0,0,High skill tech staff,-9.0,1,2.0
1127,M,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-19878,-6516,1,0,0,0,Managers,-14.0,2,2.0
1128,F,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17840,-1807,1,0,0,0,Core staff,-13.0,1,2.0
1129,F,180000.0,Working,Secondary / secondary special,Married,House / apartment,-10645,-3868,1,1,1,0,Sales staff,-37.0,1,1.0
1130,F,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-16582,-1194,1,1,1,0,Cleaning staff,-19.0,2,2.0
1131,F,135000.0,State servant,Secondary / secondary special,Married,Municipal apartment,-12018,-2971,1,0,0,0,,-28.0,2,2.0
1132,M,225000.0,Working,Higher education,Separated,Municipal apartment,-17205,-2055,1,0,1,0,Security staff,-58.0,2,2.0
1133,M,405000.0,Commercial associate,Higher education,Married,House / apartment,-16367,-2147,1,0,1,0,Drivers,-30.0,1,0.0
1134,F,67500.0,State servant,Higher education,Civil marriage,House / apartment,-11954,-560,1,0,0,0,Core staff,-9.0,2,2.0
1135,M,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19831,-780,1,0,0,0,Laborers,-8.0,1,2.0
1136,F,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9613,-1085,1,0,0,0,Core staff,-22.0,2,2.0
1137,F,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12478,-3569,1,0,0,0,Managers,-22.0,1,2.0
1138,F,157500.0,Working,Higher education,Separated,House / apartment,-17618,-3748,1,0,0,0,,-45.0,1,0.0
1139,F,202500.0,Commercial associate,Higher education,Married,House / apartment,-9663,-218,1,0,0,0,,-15.0,1,1.0
1140,F,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12348,-424,1,1,1,0,Sales staff,-37.0,0,1.0
1141,F,31500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20836,0,1,0,0,0,,-12.0,0,2.0
1142,M,315000.0,Commercial associate,Higher education,Married,Office apartment,-13630,-4387,1,0,0,0,Core staff,-31.0,2,2.0
1143,F,130500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-24293,0,1,0,0,0,,-3.0,0,1.0
1144,F,184500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20496,0,1,0,0,0,,-7.0,1,2.0
1145,F,185400.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23584,0,1,0,0,0,,-55.0,2,0.0
1146,F,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-11810,-648,1,1,1,0,Sales staff,-24.0,2,1.0
1147,F,292500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-13777,-348,1,1,1,0,Accountants,-49.0,2,2.0
1148,M,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14084,-2696,1,1,0,0,Drivers,-47.0,1,2.0
1149,F,45000.0,Working,Secondary / secondary special,Married,House / apartment,-15540,-8100,1,1,1,0,,-3.0,1,0.0
1150,F,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11342,-2389,1,0,0,0,,-49.0,0,2.0
1151,F,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20315,0,1,0,0,0,,-44.0,1,2.0
1152,M,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10066,-834,1,0,0,0,Laborers,-16.0,1,2.0
1153,F,117000.0,Pensioner,Higher education,Married,House / apartment,-21428,0,1,0,1,0,,-23.0,1,2.0
1154,F,180000.0,Pensioner,Lower secondary,Married,House / apartment,-22169,0,1,0,0,0,,-28.0,1,1.0
1155,F,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16709,-894,1,0,0,0,,-11.0,1,1.0
1156,F,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21186,0,1,0,0,0,,-28.0,1,1.0
1157,M,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12523,-5145,1,0,0,0,Laborers,-9.0,0,2.0
1158,F,337500.0,State servant,Higher education,Single / not married,House / apartment,-15835,-392,1,1,1,0,Managers,-37.0,1,2.0
1159,F,135000.0,Working,Higher education,Married,House / apartment,-15570,-1619,1,0,1,0,Sales staff,-1.0,0,1.0
1160,F,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11088,-1447,1,0,1,0,Cooking staff,-1.0,1,1.0
1161,F,315000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-9130,-1390,1,0,1,0,Core staff,-8.0,2,1.0
1162,M,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15031,-1436,1,0,0,0,Laborers,-34.0,1,2.0
1163,F,81000.0,Working,Secondary / secondary special,Married,House / apartment,-16933,-10384,1,1,1,0,Medicine staff,-10.0,1,2.0
1164,F,112500.0,Working,Higher education,Married,Municipal apartment,-15417,-1569,1,0,0,0,,-23.0,1,2.0
1165,F,256500.0,Commercial associate,Higher education,Separated,House / apartment,-19604,-970,1,0,0,0,Managers,-36.0,1,0.0
1166,F,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18514,0,1,0,0,0,,-14.0,1,2.0
1167,F,58500.0,Working,Secondary / secondary special,Married,House / apartment,-14437,-2341,1,0,0,0,Core staff,-39.0,0,2.0
1168,F,135000.0,Working,Secondary / secondary special,Married,House / apartment,-12903,-4439,1,0,0,0,Security staff,-40.0,1,2.0
1169,F,157500.0,State servant,Incomplete higher,Civil marriage,House / apartment,-10338,-795,1,0,0,0,Core staff,-21.0,1,2.0
1170,M,180000.0,State servant,Higher education,Married,House / apartment,-24204,-2462,1,0,0,0,Private service staff,-1.0,1,1.0
1171,M,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18475,-1782,1,0,0,0,Cleaning staff,-22.0,2,2.0
1172,F,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18493,-387,1,0,0,0,Sales staff,-15.0,1,2.0
1173,F,450000.0,State servant,Higher education,Single / not married,House / apartment,-20142,-3093,1,0,1,1,Core staff,-23.0,1,2.0
1174,F,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12327,-1112,1,0,0,1,Sales staff,-33.0,1,2.0
1175,M,157500.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-12986,-2345,1,0,0,0,Laborers,-41.0,1,1.0
1176,M,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13805,-1557,1,0,0,0,Laborers,-4.0,2,0.0
1177,F,99000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-10425,-757,1,0,0,0,Laborers,-44.0,1,2.0
1178,F,247500.0,Working,Secondary / secondary special,Married,House / apartment,-20952,-3852,1,0,0,1,Managers,-22.0,1,2.0
1179,F,126000.0,Working,Incomplete higher,Married,House / apartment,-11432,-129,1,0,1,0,Core staff,-12.0,2,2.0
1180,M,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17523,-4152,1,1,0,0,,-15.0,1,2.0
1181,F,202500.0,State servant,Secondary / secondary special,Married,House / apartment,-12910,-1661,1,1,0,0,High skill tech staff,-29.0,0,2.0
1182,F,135000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21790,0,1,0,0,0,,-27.0,1,1.0
1183,F,180000.0,Commercial associate,Higher education,Married,House / apartment,-12953,-306,1,1,1,0,,-50.0,2,2.0
1184,F,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18590,-3382,1,0,1,0,Laborers,-27.0,0,2.0
1185,F,112500.0,State servant,Secondary / secondary special,Separated,House / apartment,-17567,-1374,1,0,1,0,Cleaning staff,-13.0,0,2.0
1186,F,180000.0,Working,Secondary / secondary special,Married,House / apartment,-15692,-3649,1,0,0,0,Managers,-9.0,2,2.0
1187,F,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14788,-2661,1,1,1,0,Core staff,-21.0,0,1.0
1188,M,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15790,-1939,1,0,0,0,Drivers,-7.0,2,1.0
1189,M,135000.0,Commercial associate,Higher education,Married,House / apartment,-9493,-130,1,0,0,1,Cooking staff,-45.0,0,2.0
1190,F,94500.0,Pensioner,Higher education,Single / not married,House / apartment,-22481,0,1,0,0,0,,-14.0,1,1.0
1191,F,225000.0,Working,Higher education,Married,House / apartment,-20264,-2531,1,1,1,0,Accountants,-22.0,1,2.0
1192,F,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14212,-1889,1,0,0,0,Laborers,-43.0,1,2.0
1193,M,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12494,-978,1,0,0,0,Laborers,-21.0,1,2.0
1194,M,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19008,-3607,1,0,0,0,Managers,-46.0,2,2.0
1195,F,140400.0,Working,Secondary / secondary special,Married,House / apartment,-12372,-3246,1,0,0,0,Core staff,-45.0,1,2.0
1196,F,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,-12217,-2349,1,1,0,0,,-26.0,0,1.0
1197,F,247500.0,Commercial associate,Higher education,Married,House / apartment,-11232,-461,1,0,1,0,Accountants,-6.0,1,2.0
1198,F,135000.0,State servant,Incomplete higher,Single / not married,With parents,-9873,-2086,1,0,1,1,,-16.0,1,2.0
1199,F,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12325,-187,1,0,0,0,Core staff,-26.0,1,0.0
1200,F,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15133,-4888,1,0,1,0,Secretaries,-18.0,1,2.0
1201,F,247500.0,Commercial associate,Higher education,Single / not married,With parents,-8559,-382,1,0,0,0,,-4.0,0,2.0
1202,F,171000.0,Working,Secondary / secondary special,Married,House / apartment,-17508,-1648,1,0,0,0,Laborers,-29.0,0,2.0
1203,F,121500.0,State servant,Secondary / secondary special,Married,House / apartment,-16114,-706,1,0,0,0,Core staff,-38.0,2,2.0
1204,M,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14382,-563,1,0,0,0,Laborers,-4.0,2,2.0
1205,F,225000.0,Working,Higher education,Married,House / apartment,-11853,-1989,1,0,0,0,Accountants,-23.0,1,1.0
1206,F,157500.0,Commercial associate,Higher education,Married,House / apartment,-13766,-73,1,0,0,0,High skill tech staff,-56.0,1,2.0
1207,M,202500.0,Working,Higher education,Married,House / apartment,-17585,-3017,1,0,0,0,Drivers,-13.0,2,2.0
